job_title,company,location,job_link
"Product Lead, Platform (Staff Product Manager)",GiveDirectly,"New York, NY, USA",https://jobs.ffwd.org/companies/givedirectly-3/jobs/52641476-product-lead-platform-staff-product-manager#content
"Community Engagement Coordinator, Beaufort County, NC (Rural GI)",GiveDirectly,"Beaufort, SC, USA",https://jobs.ffwd.org/companies/givedirectly-3/jobs/52641469-community-engagement-coordinator-beaufort-county-nc-rural-gi#content
Conservation Technology Business Development Associate,Wild Me,"Washington, DC, USA",https://jobs.gusto.com/postings/conservation-x-labs-inc-conservation-technology-business-development-associate-a0666a2e-ad87-413c-9bc7-44532a3b56d3?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Program Officer / Development Associate,Wild Me,"Washington, DC, USA",https://jobs.gusto.com/postings/conservation-x-labs-inc-program-officer-development-associate-0b1d77cd-8bb8-4c5d-b00c-2bd539e923ff?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
"ENGINEER, SCIENTIST, MAKER, HACKER, SUPER HERO",Wild Me,"Washington, DC, USA",https://jobs.gusto.com/postings/conservation-x-labs-inc-engineer-scientist-maker-hacker-super-hero-a136f8ec-2a65-46f6-b2ca-21f58103f188?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Internship,IssueVoter,"Austin, TX, USA",https://docs.google.com/forms/d/e/1FAIpQLSdFp8NyuwP1Y1AVouGlkYHLiNFVKlpReuCLN76dWdtF3T37Rg/viewform?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
"Manager/Senior Manager, Compliance",GlobalGiving,"Remote; Washington, DC, USA",https://www.globalgiving.org/aboutus/jobs/manager-compliance/?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Director of Public Engagement,Center for Ai Safety,"San Francisco, CA, USA",https://jobs.ffwd.org/companies/center-for-ai-safety-2/jobs/51994640-director-of-public-engagement#content
Ruby Rails Engineer,Vote.org,"Washington, DC, USA",https://jobs.ffwd.org/companies/vote-org/jobs/51961768-ruby-rails-engineer#content
Independent Advisory Committee (IAC) Secretariat,Global Internet Forum to Counter Terrorism,"Remote; Washington, DC, USA",https://gifct.org/opportunities?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board#independent-advisory-committee--iac--secretariat
"Research Scientist, Agents for Science",Allen Institute for Artificial Intelligence,"Seattle, WA, USA",https://jobs.ffwd.org/companies/allen-institute-for-artificial-intelligence/jobs/50952934-research-scientist-agents-for-science#content
Talent Bank!,VoteAmerica,United States,https://jobs.ffwd.org/companies/voteamerica/jobs/50431389-talent-bank#content
Senior Product Manager,Recidiviz,"Remote; Oakland, CA, USA; New York, NY, USA",https://jobs.ffwd.org/companies/recidiviz/jobs/50352750-senior-product-manager#content
"State Partnerships Manager (Raleigh, NC)",Recidiviz,"Raleigh, NC, USA",https://jobs.ffwd.org/companies/recidiviz/jobs/50152982-state-partnerships-manager-raleigh-nc#content
"State Partnerships Manager (Salt Lake City, UT)",Recidiviz,"Remote; Salt Lake City, UT, USA",https://jobs.ffwd.org/companies/recidiviz/jobs/50152979-state-partnerships-manager-salt-lake-city-ut#content
"State Partnerships Manager (Harrisburg, PA)",Recidiviz,"Harrisburg, PA, USA",https://jobs.ffwd.org/companies/recidiviz/jobs/50152973-state-partnerships-manager-harrisburg-pa#content
"State Partnerships Manager (Boston, MA)",Recidiviz,"Boston, MA, USA",https://jobs.ffwd.org/companies/recidiviz/jobs/50152972-state-partnerships-manager-boston-ma#content
"CEO/Superintendent, Chicago Public Schools",iCivics,"Chicago, IL, USA",https://jobs.ffwd.org/companies/icivics/jobs/49836419-ceo-superintendent-chicago-public-schools#content
"Program Manager, NYC",iMentor,"New York, NY, USA",https://jobs.ffwd.org/companies/imentor-2/jobs/49559236-program-manager-nyc#content
Operations Manager,Plan C,"San Francisco, CA, USA",https://www.plancpills.org/jobs?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board#opportunities?job=2
Development Manager (Bay Area),Karya,"San Francisco, CA, USA",https://jobs.ffwd.org/companies/karya/jobs/48489753-development-manager-bay-area#content
Intern,TurnUp,United States,https://jobs.ffwd.org/companies/turnup-2/jobs/48028340-intern#content
Youth Activism Remote Internship,TurnUp,,https://jobs.ffwd.org/companies/turnup-2/jobs/48028338-youth-activism-remote-internship#content
Internship: Business Development & Fundraising,Cyberpeace Institute,"New York, NY, USA",https://jobs.ffwd.org/companies/cyberpeace-institute-2/jobs/47604235-internship-business-development-fundraising#content
Senior Full-Stack Software Engineer,GlobalGiving,"Remote; Washington, DC, USA",https://www.globalgiving.org/aboutus/jobs/senior-fullstack-software-engineer/?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Media & Communications,The Society Library,"Orlando, FL, USA",https://static1.squarespace.com/static/59ffdc5c51a58420f29eac11/t/5d9ac6e58dad0602c64a91a3/1570424590089/Media+and+Communications+Internship+Overview?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Logic & Argumentation,The Society Library,"Orlando, FL, USA",https://static1.squarespace.com/static/59ffdc5c51a58420f29eac11/t/5d9ac9e1917cc02c297a0e41/1570425344795/Logic+and+Argumentation+Internship+Overview?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Data Science,The Society Library,"Orlando, FL, USA",https://static1.squarespace.com/static/59ffdc5c51a58420f29eac11/t/5d9ac624917cc02c2979eddf/1570425133976/Research+and+Analytics+Internship+Overview?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Climate Science *(Special Topic),The Society Library,"Orlando, FL, USA",https://static1.squarespace.com/static/59ffdc5c51a58420f29eac11/t/5d9acc2ec3996b323f8364e5/1570425915749/Climate+Science+Internship+Overview?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Art & Design,The Society Library,"Orlando, FL, USA",https://static1.squarespace.com/static/59ffdc5c51a58420f29eac11/t/5d9ac7e1ae74a921e70bf46d/1570424813818/Graphics+Design+and+Art+Internship+Overview?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Community Organizing,The Society Library,"Orlando, FL, USA",https://static1.squarespace.com/static/59ffdc5c51a58420f29eac11/t/5d9acad332d8f85fce5eeee1/1570425660326/Community+Organizing+Internship+Overview?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Grant Writing,The Society Library,"Orlando, FL, USA",https://static1.squarespace.com/static/59ffdc5c51a58420f29eac11/t/5d9ac8d2bbe5e5020750a780/1570425111525/Grant+Research+and+Acquisition+Internship+Overview?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Executive Director,Surveillance Technology Oversight Project,"New York, NY, USA",https://www.stopspying.org/staff-openings?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Sales Development Representative,Avela,"San Francisco, CA, USA",https://jobs.ffwd.org/companies/avela/jobs/46666140-sales-development-representative#content
Python & JavaScript Developers,Live Music Project,"Seattle, WA, USA",https://www.livemusicproject.org/lmp-full-stack-developer-volunteer-positions/?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Developers,Guardian Project,"New York, NY, USA",https://guardianproject.info/contact/join/?job=1&utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
"Senior Research Engineer, OLMo",Allen Institute for Artificial Intelligence,"Seattle, WA, USA",https://jobs.ffwd.org/companies/allen-institute-for-artificial-intelligence/jobs/46242531-senior-research-engineer-olmo#content
"Software Engineer - Full Stack (Data/Platform Heavy, Senior Level)",Avela,"San Francisco, CA, USA; Los Angeles, CA, USA; New York, NY, USA; Boston, MA, USA",https://jobs.ffwd.org/companies/avela/jobs/45595553-software-engineer-full-stack-data-platform-heavy-senior-level#content
Account Executive,Avela,"San Francisco, CA, USA",https://jobs.ffwd.org/companies/avela/jobs/45595546-account-executive#content
Business Development Manager,Avela,"San Francisco, CA, USA",https://jobs.ffwd.org/companies/avela/jobs/45595548-business-development-manager#content
Don't see the role you're looking for? (Apply here!),First Street Foundation,"New York, NY, USA",https://jobs.ffwd.org/companies/first-street-foundation/jobs/45568653-don-t-see-the-role-you-re-looking-for-apply-here#content
Telementor Fellowship,Seeds of Fortune,"New York, NY, USA",https://docs.google.com/document/d/1v5kPa3CaUyLb9p6YYqjuf9zHBc0w_r-XLpNIwe3IHIM/edit?tab=t.0&utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
General Volunteering Opportunities: Digital Democracy,We Vote,,https://jobs.ffwd.org/companies/we-vote/jobs/45033494-general-volunteering-opportunities-digital-democracy#content
General Application,Democracy Works,United States; Remote,https://jobs.ffwd.org/companies/democracy-works/jobs/44850149-general-application#content
"Senior Manager, Customer Success (Remote)",DataKind,United States; Remote,https://job-boards.greenhouse.io/datakindinc/jobs/6279775003?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
"Research Scientist, Scientific Discovery",Allen Institute for Artificial Intelligence,"Seattle, WA, USA",https://jobs.ffwd.org/companies/allen-institute-for-artificial-intelligence/jobs/43748786-research-scientist-scientific-discovery#content
Senior Software Engineer,codepath-org,United States; Canada; Remote,https://jobs.ffwd.org/companies/codepath-org-2-50165d4f-13a0-45ca-8386-7c6a06a3a55a/jobs/43571280-senior-software-engineer#content
Staff Software Engineer,codepath-org,United States; Canada; Remote,https://jobs.ffwd.org/companies/codepath-org-2-50165d4f-13a0-45ca-8386-7c6a06a3a55a/jobs/43571282-staff-software-engineer#content
General Application,codepath-org,United States; Remote,https://jobs.ffwd.org/companies/codepath-org-2-50165d4f-13a0-45ca-8386-7c6a06a3a55a/jobs/43571270-general-application#content
Internship,Miracle Messages,"San Francisco, CA, USA",https://www.miraclemessages.org/careers?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Nuclear Energy Content Analysis,The Society Library,"Orlando, FL, USA",https://static1.squarespace.com/static/59ffdc5c51a58420f29eac11/t/61b7648a23cbfb31c8df6523/1639408779267/Nuclear+Energy+Internship.pdf?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Political Sense-Making & Decision-Making,The Society Library,"Orlando, FL, USA",https://static1.squarespace.com/static/59ffdc5c51a58420f29eac11/t/60d244048ba9ef207ead219c/1624392710569/Society+Library+-+Internship+Program.pdf?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Talent pool,GiveWell,"International Falls, MN, USA",https://jobs.ffwd.org/companies/givewell/jobs/43258442-talent-pool#content
Senior Researcher,GiveWell,"International Falls, MN, USA",https://jobs.ffwd.org/companies/givewell/jobs/43258441-senior-researcher#content
Senior Malaria Researcher,GiveWell,"International Falls, MN, USA",https://jobs.ffwd.org/companies/givewell/jobs/43258440-senior-malaria-researcher#content
Director of Operations and Projects,Climate Change AI,United States; Remote,https://jobs.ffwd.org/companies/climate-change-ai-2/jobs/43082710-director-of-operations-and-projects#content
US Research Analyst,PolicyEngine,"Remote; Washington, DC, USA",https://policyengine.org/us/jobs/?job=6&utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Economic Research Intern,PolicyEngine,United States; Canada; Remote,https://policyengine.org/us/jobs?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board#5dsc0h9xswpafmfs0nr6os0vg&:~:text=Economic%20Research%20Intern
Data Science Intern,PolicyEngine,United States; Remote,https://policyengine.org/us/jobs?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board#etn8cmc9urmh84f1w0ct2kn60&:~:text=Data%20Science%20Intern
Software Engineering Intern,PolicyEngine,United States; Remote,https://policyengine.org/us/jobs?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board#92a9idilscq52y454032bnzky&:~:text=Software%20Engineering%20Intern
"Professional Learning Consultant, Mathematics (Per Diem/Contract Position)",PowerMyLearning,"Los Angeles, CA, USA",https://jobs.ffwd.org/companies/powermylearning/jobs/41978234-professional-learning-consultant-mathematics-per-diem-contract-position#content
"State Partnerships Manager (Austin, TX)",Recidiviz,"Austin, TX, USA",https://jobs.ffwd.org/companies/recidiviz/jobs/41920729-state-partnerships-manager-austin-tx#content
Regional Director,Objective Zero Foundation,"Sioux Falls, SD, USA",https://www.objectivezero.org/volunteer?job=2&utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
Career Success Manager,Basta,"New York, NY, USA",https://static1.squarespace.com/static/62a7a6c5ce647f267db8e144/t/67a13240b94c4f347991856a/1738617408979/Job+Description_Career+Success+Manager.pdf?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
"ENGINEER, SCIENTIST, MAKER, HACKER, SUPER HERO",Conservation X Labs,"Washington, DC, USA",https://jobs.ffwd.org/companies/conservation-x-labs/jobs/40716399-engineer-scientist-maker-hacker-super-hero#content
Engineer with legal experience,Open Law Library,United States; Remote,https://openlawlib.org/careers/?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board#job=2
Professional Learning Consultant (Per Diem/Contract Position),PowerMyLearning,"Los Angeles, CA, USA",https://jobs.ffwd.org/companies/powermylearning/jobs/40605801-professional-learning-consultant-per-diem-contract-position#content
Join our Khan Kids talent community!,Khan Academy,"San Mateo, CA, USA",https://jobs.ffwd.org/companies/khan-academy/jobs/40601114-join-our-khan-kids-talent-community#content
Key Accounts Manager,MIND Research Institute,"Texas, USA",https://jobs.ffwd.org/companies/mind-research-institute/jobs/38731433-key-accounts-manager#content
Writing Coach,Seeds of Fortune,"New York, NY, USA",https://www.seedsoffortune.org/jobs?job=1&utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board
