job_title,company,location,job_link,has_keyword,Work Type,Employer Type,Policy,AI Governance,Responsible AI,Cybersecurity,Privacy,Data Governance,Data Science,Digital Governance,Digital Ethics,Digital Inclusion,Digital Rights,Civic Tech,Social Impact,Trust & Safety,Human Rights,Human-Centered Design,UX Design,Research,Education,Arts,Journalism,Language,Ethics,History,Culture,Developer,Open Source,Other
"Infrastructure Security Engineer, Datacenter",xAI,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/xai/jobs/4875081007,yes,On-site,Private,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no
"AI Tutor, AI Safety",xAI,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/xai/jobs/4876457007,yes,Remote,Private,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Policy Director,PauseAI,"London, UK, ▪ Remote, USA, ▪ Remote, Europe, ▪ ...",https://pauseai.info/policy-director-vacancy,yes,Remote,Government,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no
"Security Software Engineer, Detection Platform, Insider Risk",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4740845008,yes,On-site,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,no
"Head of Policy, Compliance and Government Affairs, AI Safety and Security",HydroX AI,"San Jose, CA, ▪ ...",https://www.linkedin.com/jobs/view/4293144297/?alternateChannel=search&refId=hrKrXnLLdgViqGeOZXjZAg%3D%3D&trackingId=T%2FeF%2FqLTL6ZGpttCmTlm0w%3D%3D,yes,On-site,Government,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no
"Member of Technical Staff, Reasoning, Alignment",xAI,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/xai/jobs/4855263007,yes,On-site,Private,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no
Associate Fellow,Center for a New American Security,"Washington, DC, ▪ ...",https://www.cnas.org/careers/associate-fellow-2,yes,On-site,Government,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no
Various Opportunities,AI & Democracy Foundation,"San Francisco Bay Area, ▪ ...",https://docs.google.com/forms/d/e/1FAIpQLSeJ8eNhZe_5u_47piH6g8m18BwCMpYzeEX0Z9zx-55dXu61Tg/viewform,yes,Remote,Private,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no
Senior ML Product Manager,Elicit,"Remote, USA, ▪ ...",https://elicit.com/careers?ashby_jid=2c18fbc6-2e1a-4ba1-a1b2-73db54bc95ca,yes,Remote,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no
Lead Research Software Engineer,"Princeton University, Laboratory for Artificial Intelligence","Princeton, NJ, ▪ ...",https://main-princeton.icims.com/jobs/19506/lead-research-software-engineer/job?hub=15&_g[%E2%80%A6]true&needsRedirect=false&jan1offset=-300&jun1offset=-240,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no
"Policy Officer, Artificial Intelligence","European Union, European Commission","San Francisco Bay Area, ▪ ...",https://international-partnerships.ec.europa.eu/document/download/f6236005-a46a-4e25-9f2e-b2669dccb6bc_en,yes,On-site,Private,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
PhD Research Fellow,Patronus AI,"New York, NY, ▪ San Francisco Bay Area, ▪ ...",https://ats.rippling.com/patronus-ai-jobs/jobs/61330cd3-cf45-4229-9e0e-703c1d1dca06,yes,Remote,Government,no,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no
"Research Engineer, Interpretability",Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4020305008,yes,Remote,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no
"Fellowship, Science, Technology and Policy Program, Office of Policy","US Government, Department of Energy","Washington, DC, ▪ ...",https://www.zintellect.com/Opportunity/Details/DOE-STP-OP-2025-0001,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no
Harris Social Impact Fellowship,"University of Chicago, Harris School of Public Policy Studies","Chicago, IL, ▪ ...",https://info.harris.uchicago.edu/social-impact-fellowship,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no
"Intern, Software Engineering",Haize Labs,"New York, NY, ▪ ...",https://job-boards.greenhouse.io/haizelabs/jobs/4685944008,yes,On-site,Private,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no
"Technical Advisor, New Vaccine Introductions, Global Vaccine Delivery",Clinton Health Access Initiative,"USA, ▪ ...",https://careers-chai.icims.com/jobs/14598/technical-advisor%2c-new-vaccine-introductions%2c-global-vaccine-delivery/job?in_iframe=1,yes,Remote,Government,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,no
"Trainee, Civil-Military Relations Program (Fall 2025)",German Marshall Fund,"Washington, DC, ▪ ...",https://gmfus.hrmdirect.com/employment/job-opening.php?req=3481995&req_loc=944770&&#job,yes,Remote,Government,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no
"Research Scientist / Engineer, Alignment Finetuning",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4520279008,yes,On-site,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no
Senior Network Security Engineer,xAI,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/xai/jobs/4800712007,yes,On-site,Private,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no
Research Fellow,"University of California, Center for Human-Compatible Artificial Intelligence","San Francisco Bay Area, ▪ ...",https://humancompatible.ai/jobs#the-chai-research-fellowship,yes,Remote,Private,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no
"Technical Manager, Vaccine Cold Chain and Logistics",Clinton Health Access Initiative,"USA, ▪ ...",https://careers-chai.icims.com/jobs/14563/technical-manager%2c-vaccine-cold-chain-and-logistics/job?in_iframe=1,yes,Remote,Government,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,no
Postdocs,"University of Texas at Austin, Department of Computer Science","Austin, TX, ▪ ...",https://scottaaronson.blog/?p=8790,yes,On-site,Government,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no
Science and Technology Policy Fellow,American Association for the Advancement of Science,"Washington, DC, ▪ ...",https://www.aaas.org/programs/science-technology-policy-fellowships/become-st-policy-fellow,yes,On-site,Government,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no
"Software Engineer, Full Stack",Haize Labs,"New York, NY, ▪ ...",https://job-boards.greenhouse.io/haizelabs/jobs/4627851008,yes,On-site,Non-profit,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no
"Contractor, AI Innovation Lab","US Government, National Institute of Standards and Technology","Washington, DC, ▪ ...",https://www.linkedin.com/posts/jessedunietz_ai-nerds-come-support-my-team-at-nist-on-activity-7240864161662930945-WN-M/,yes,On-site,Government,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no
"Research Scientist, Interpretability",Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4020159008,yes,Remote,Government,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no
ML Research Resident (Q1 2025),Elicit,"Remote, USA, ▪ San Francisco Bay Area, ▪ ...",https://elicit.com/careers?ashby_jid=e04136b7-57e5-44d5-9a7c-cced3e2cb0f8,yes,Remote,Government,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
Machine Learning Engineer,Elicit,"Remote, USA, ▪ San Francisco Bay Area, ▪ ...",https://elicit.com/careers?ashby_jid=913a03d5-bd26-4c64-8346-21a029f344f7,yes,Remote,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no
List of US Policy Fellowships,Various Fellowship Providers,"Various, USA, ▪ ...",https://airtable.com/app3AlIYjrAVYhvIe/shr1dGfy6WQfJ5mei/tblD3ExDW2P8mtVlj,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no
"Research Scientist / Engineer, Honesty",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4532887008,yes,On-site,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no
Research Intern,Haize Labs,"New York, NY, ▪ ...",https://job-boards.greenhouse.io/haizelabs/jobs/4070377008,yes,On-site,Private,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,yes,no
"List of Potential PhD Supervisors, AI Alignment / Safety",Various Potential PhD Supervisors,"Various, USA, ▪ Various, Global, ▪ ...",https://airtable.com/app53PsYpHxJW61l3/shr7NG7EmN5On6lQG,yes,On-site,Government,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no
"Intern, Policy Associate, Great Power Competition and Emerging Technologies",GC Nexus,"Washington, DC, ▪ Remote, Global, ▪ ...",http://www.gc-nexus.com/news-1/we-are-hiring,yes,Remote,Government,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no
Infrastructure Security Engineer,xAI,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/xai/jobs/4559149007,yes,On-site,Private,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no
"Information Security Engineer, Generalist",xAI,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/xai/jobs/4767801007,yes,On-site,Private,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no
"Senior Research Data Scientist, AI Evaluations",Apple,"Seattle metro area, ▪ San Francisco Bay Area, ▪ New York, NY, ▪ San Diego, CA, ▪ ...",https://www.linkedin.com/posts/joeehoover_datascience-responsibleai-machinelearning-activity-7286420830052339712-Ff_8/?utm_source=share&utm_medium=member_ios,yes,On-site,Private,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no
Policy Associate,"University of Chicago, Development Innovation Lab","Chicago, IL, ▪ ...",https://uchicago.wd5.myworkdayjobs.com/External/job/Chicago-IL/Policy-Associate_JR31181,yes,On-site,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Expression of Interest, Senior Leadership",Goodfire,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/goodfire/jobs/4749403008,yes,On-site,Private,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no
"Visiting Fellow, Jeane Kirkpatrick Program",American Enterprise Institute,"Washington, DC, ▪ ...",https://careers-aei.icims.com/jobs/2472/jeane-kirkpatrick-visiting-fellows-program/job?in_iframe=1,yes,On-site,Government,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no
"Expression of Interest, Research Engineer",FAR AI,"Remote, Global, ▪ San Francisco Bay Area, ▪ ...",https://www.far.ai/careers/research-engineer-expression-of-interest-20b36,yes,Remote,Government,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no
AI Engineer,Elicit,"San Francisco Bay Area, ▪ ...",https://elicit.com/careers?ashby_jid=d27d51d7-b318-4cb0-9b88-c37de18905f3,yes,Remote,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no
Asia Pacific Fellows Program,RAND Corporation,"Various, USA, ▪ ...",https://www.rand.org/global-and-emerging-risks/centers/international/asia-pacific-fellows-program.html,yes,On-site,Government,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no
Research Scientist,FAR AI,"San Francisco Bay Area, ▪ ...",https://www.far.ai/careers/research-scientist-39dfd,yes,Remote,Government,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no
"Member of Technical Staff, AI Digest (x2)",Sage,"Remote, Global, ▪ London, UK, ▪ San Francisco Bay Area, ▪ ...",https://sage-future.org/jobs/mts-ai-digest,yes,Remote,Government,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no
"PhD Student, Assistantship, AI Safety, Generative AI, and Agentic AI Systems","University of Connecticut, Reducing Information Ecosystem Threats Lab","Storrs, CT, ▪ ...",https://infothreats.cse.uconn.edu/currently-hiring/,yes,On-site,Private,no,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no
Various Fellowships,"US Government, Centers for Disease Control and Prevention","Various, USA, ▪ ...",https://www.cdc.gov/fellowships/index.html,yes,On-site,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no
Editorial Assistant,Slow Boring,"Washington, DC, ▪ ...",https://open.substack.com/pub/matthewyglesias/p/come-work-with-us?r=2dxy0&utm_campaign=post&utm_medium=email,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no
"Data Scientist, Alignment",AE Studio,"Remote, USA, ▪ Los Angeles, CA, ▪ ...",https://grnh.se/f78074f54us,yes,Remote,Private,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no
Research Scientist,Patronus AI,"Remote, USA, ▪ San Francisco Bay Area, ▪ New York, NY, ▪ ...",https://ats.rippling.com/patronus-ai-jobs/jobs/fcf09b61-62df-4742-972d-f78fb22e26a0,yes,Remote,Private,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no
General Expression of Interest,Model Evaluation and Threat Research,"Remote, Global, ▪ San Francisco Bay Area, ▪ ...",https://jobs.lever.co/metr/f3a6db11-7fd1-48e4-af42-20aad1ded72d,yes,Remote,Non-profit,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no
List of Pathways Recent Graduate Placements,Various US Federal Government Departments,"Washington, DC, ▪ ...",https://www.usajobs.gov/Search/Results?wt=15326&hp=graduates,yes,Remote,Government,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Product Designer,Elicit,"Remote, USA, ▪ ...",https://elicit.com/careers?ashby_jid=df2d9234-3176-46d3-a38e-505cad3b33f4,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Various Internships (2024) (x7-10),Center for a New American Security,"Washington, DC, ▪ ...",https://www.cnas.org/careers/internships,yes,On-site,Government,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no
List of Pathways Internship Placements,Various US Federal Government Departments,"Washington, DC, ▪ ...",https://intern.usajobs.gov/Search/Results?hp=student&wt=15328&s=salary&sd=desc&p=1,yes,Remote,Government,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
AI-Related Roles in the US Federal Government,Various US Federal Government Departments (AI related),"Washington, DC, ▪ Various, USA, ▪ ...",https://ai.usajobs.gov/Search/Results?cmco=AI&s=relevance&sd=asc&p=1,yes,Remote,Government,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Federal Internship Finder,Partnership for Public Service,"Washington, DC, ▪ ...",https://gogovernment.org/federal-internship-finder/,yes,On-site,Government,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no
Fellowship Program,"Stanford University, Center for International Security and Cooperation","San Francisco Bay Area, ▪ ...",https://cisac.fsi.stanford.edu/cisac-fellowships,yes,On-site,Private,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
General Expression of Interest,Constellation,"San Francisco Bay Area, ▪ ...",https://www.constellation.org/careers/expression-of-interest,yes,On-site,Private,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Scoville Peace Fellowship,Scoville Peace Fellowship,"Washington, DC, ▪ ...",https://scoville.org/overview/,yes,On-site,Non-profit,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
"Intern, Research and Analysis Assistant",Special Competitive Studies Project,"Washington, DC, ▪ ...",https://jobs.lever.co/schmidt-entities/d0530a6a-c6c4-43cd-b083-3bdcf199b6c9,yes,On-site,Government,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
"Acting Assistant Professor, Future Health Scenarios","University of Washington, Institute for Health Metrics and Evaluation","Seattle metro area, ▪ ...",https://www.healthdata.org/about/careers/job-openings/acting-assistant-professor-future-health-scenarios,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no
"Assistant Professor, Future Health Scenarios","University of Washington, Institute for Health Metrics and Evaluation","Seattle metro area, ▪ ...",https://www.healthdata.org/about/careers/job-openings/assistant-professor-wot-future-health-scenarios,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no
Research Engineer,Haize Labs,"New York, NY, ▪ ...",https://job-boards.greenhouse.io/haizelabs/jobs/4070038008,yes,On-site,Private,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
UX Intern,Hortus AI,"San Francisco Bay Area, ▪ ...",https://docs.google.com/document/d/1X08pWxN4_7X9bOS3VL8OkrIPeT51NDl1ImsjbJGOg8c/edit,yes,On-site,Private,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
General Interest,CivAI,"San Francisco Bay Area, ▪ ...",https://airtable.com/appF2jFyZ4WQn5rd6/pagtXCfyyBEU57tXd/form,yes,On-site,Government,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no
Honors Attorney Program,"US Government, Congressional Research Service","Washington, DC, ▪ ...",https://www.loc.gov/crsinfo/opportunities/honors-attorney-program.html,yes,On-site,Government,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no
Various Fellowships,Aspen Institute,"Washington, DC, ▪ Various, USA, ▪ ...",https://agln.aspeninstitute.org/fellowships,yes,On-site,Non-profit,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no
"Various Opportunities, DLI Fellowships and Programs","Cornell University, Digital Life Initiative","New York, NY, ▪ ...",https://www.dli.tech.cornell.edu/join,yes,On-site,Government,yes,no,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no
Pre-Doctoral Fellows Program,"Yale University, Tobin Center for Economic Policy","New Haven, CT, ▪ ...",https://tobin.yale.edu/programs/pre-doctoral-fellows-program,yes,On-site,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no
"Senior Research Manager, Responsible AI, Data and ML Innovation, Seattle",Apple,"Seattle metro area, ▪ ...",https://jobs.apple.com/en-gb/details/200536602-3337/aiml-sr-responsible-ai-research-manager-data-ml-innovation?team=MLAI,yes,On-site,Non-profit,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no
